"date","hour","geothermal","biomass","biogas","small_hydro","wind","solar_pv","solar_thermal"
2017-01-01,1,1006,228,185,318,945,0,0
2017-01-01,2,1006,221,185,316,1690,0,0
2017-01-01,3,1006,224,185,304,1890,0,0
2017-01-01,4,1006,222,185,303,2286,0,0
2017-01-01,5,1007,224,185,303,2607,0,0
2017-01-01,6,1007,223,185,313,2875,0,0
2017-01-01,7,1008,224,184,356,2878,0,0
2017-01-01,8,1008,221,184,365,2168,678,0
2017-01-01,9,1007,225,183,365,1970,3457,22
2017-01-01,10,1006,228,184,269,2049,5058,210
2017-01-01,11,1006,227,186,274,1856,4824,413
2017-01-01,12,1005,229,184,270,1765,5549,361
2017-01-01,13,1005,229,190,252,2028,5765,217
2017-01-01,14,1005,231,190,244,2233,5701,199
2017-01-01,15,1005,231,190,248,2268,5297,169
2017-01-01,16,1006,228,190,319,2210,3252,254
2017-01-01,17,1007,228,192,398,2395,0,2
2017-01-01,18,1007,229,191,453,2439,0,0
2017-01-01,19,1007,227,191,455,2662,0,0
2017-01-01,20,1007,228,186,452,2730,0,0
2017-01-01,21,1007,227,184,452,2812,0,0
2017-01-01,22,1007,227,190,396,2844,0,0
2017-01-01,23,1006,228,190,359,2496,0,0
2017-01-01,24,1007,227,191,320,2381,0,0
2017-01-02,1,1007,225,188,317,1894,0,0
2017-01-02,2,1007,226,189,302,2054,0,0
2017-01-02,3,1007,226,188,277,2133,0,0
2017-01-02,4,1007,226,188,271,1937,0,0
2017-01-02,5,1007,221,189,281,1853,0,0
2017-01-02,6,1007,221,188,326,1738,0,0
2017-01-02,7,1008,220,190,388,1834,0,0
2017-01-02,8,1008,220,193,392,1767,238,0
2017-01-02,9,1007,221,193,398,1864,1129,0
2017-01-02,10,1007,221,194,325,1653,1908,0
2017-01-02,11,1007,222,194,324,1373,2593,0
2017-01-02,12,1007,221,194,313,1566,2880,0
2017-01-02,13,1006,222,195,265,1788,2873,0
2017-01-02,14,1006,223,195,265,1857,2428,2
2017-01-02,15,1006,223,195,302,1801,1743,2
2017-01-02,16,1006,223,194,330,1477,952,25
2017-01-02,17,1006,226,193,405,1404,0,5
2017-01-02,18,1006,226,193,459,1094,0,0
2017-01-02,19,1006,226,190,459,914,0,0
2017-01-02,20,1007,228,191,459,899,0,0
2017-01-02,21,1006,230,191,423,836,0,0
2017-01-02,22,1006,229,190,381,899,0,0
2017-01-02,23,1006,228,190,353,983,0,0
2017-01-02,24,1006,227,190,330,1117,0,0
2017-01-03,1,995,230,190,319,927,0,0
2017-01-03,2,976,228,190,316,1175,0,0
2017-01-03,3,1008,229,190,309,1004,0,0
2017-01-03,4,1007,227,190,261,952,0,0
2017-01-03,5,1006,230,191,311,935,0,1
2017-01-03,6,1006,230,190,333,889,0,35
2017-01-03,7,1005,230,193,394,982,0,73
2017-01-03,8,1005,237,191,394,898,289,122
2017-01-03,9,1005,245,192,395,745,1264,181
2017-01-03,10,1003,248,193,322,601,2502,220
2017-01-03,11,1002,248,193,319,455,3562,253
2017-01-03,12,1002,249,193,321,372,3474,259
2017-01-03,13,1001,253,194,309,424,2823,262
2017-01-03,14,1002,254,194,300,523,2235,244
2017-01-03,15,1002,253,194,309,577,1389,234
2017-01-03,16,1002,253,193,338,941,715,261
2017-01-03,17,1001,249,193,439,1210,0,248
2017-01-03,18,1000,251,192,467,1298,0,233
2017-01-03,19,998,245,190,468,1344,0,204
2017-01-03,20,997,246,191,471,1332,0,196
2017-01-03,21,997,243,191,471,1409,0,137
2017-01-03,22,997,239,191,401,1440,0,71
2017-01-03,23,996,234,191,370,1390,0,0
2017-01-03,24,996,236,190,334,1295,0,0
2017-01-04,1,997,238,190,288,1244,0,0
2017-01-04,2,998,237,191,290,1095,0,0
2017-01-04,3,999,238,191,286,1016,0,0
2017-01-04,4,1000,238,186,286,917,0,0
2017-01-04,5,1001,240,186,302,970,0,0
2017-01-04,6,1001,239,186,354,1119,0,0
2017-01-04,7,1001,242,186,424,995,0,0
2017-01-04,8,1000,243,182,429,839,724,0
2017-01-04,9,1000,237,182,433,801,2230,0
2017-01-04,10,1002,238,185,382,814,3374,0
2017-01-04,11,1003,239,183,378,857,4441,0
2017-01-04,12,1003,245,186,383,872,4292,0
2017-01-04,13,1003,251,187,383,1108,4023,34
2017-01-04,14,1003,251,187,380,1228,3708,217
2017-01-04,15,1003,252,187,390,1300,3417,257
2017-01-04,16,1003,252,182,392,1227,2123,50
2017-01-04,17,1001,255,184,440,1206,0,19
2017-01-04,18,1002,254,187,441,1263,0,8
2017-01-04,19,1003,252,185,438,1391,0,0
2017-01-04,20,1004,248,187,438,1472,0,0
2017-01-04,21,1003,246,187,435,1517,0,0
2017-01-04,22,1004,241,186,405,1511,0,0
2017-01-04,23,1004,239,187,373,1647,0,0
2017-01-04,24,1003,242,186,368,1857,0,0
2017-01-05,1,1003,241,186,372,1607,0,0
2017-01-05,2,1003,241,187,359,1943,0,0
2017-01-05,3,1003,240,187,302,1905,0,0
2017-01-05,4,1004,241,187,293,1821,0,0
2017-01-05,5,1005,245,187,336,1733,0,0
2017-01-05,6,1005,244,187,373,1672,0,0
2017-01-05,7,1005,243,186,394,1780,0,0
2017-01-05,8,1004,244,183,401,2060,615,0
2017-01-05,9,1004,244,183,400,2354,2040,0
2017-01-05,10,1004,247,184,373,2370,2986,0
2017-01-05,11,1003,248,185,365,2084,3718,0
2017-01-05,12,1003,249,178,336,1928,4126,0
2017-01-05,13,1002,252,177,343,1967,4191,0
2017-01-05,14,1002,255,184,339,2116,4299,0
2017-01-05,15,1003,254,185,349,2174,3760,0
2017-01-05,16,1004,255,185,339,2395,2405,0
2017-01-05,17,1005,255,183,389,2266,0,0
2017-01-05,18,1005,255,182,450,2250,0,0
2017-01-05,19,1006,254,180,468,2143,0,0
2017-01-05,20,1006,255,181,433,2374,0,0
2017-01-05,21,1006,249,184,427,2680,0,0
2017-01-05,22,1007,241,184,394,2908,0,0
2017-01-05,23,1006,235,183,362,2828,0,0
2017-01-05,24,1005,234,183,323,2774,0,0
2017-01-06,1,1003,232,185,271,1973,0,0
2017-01-06,2,1003,228,186,282,2125,0,0
2017-01-06,3,1003,228,185,278,1609,0,0
2017-01-06,4,1003,228,185,278,1233,0,0
2017-01-06,5,1005,216,185,278,881,0,0
2017-01-06,6,1004,202,186,342,540,0,0
2017-01-06,7,1003,201,187,383,455,0,0
2017-01-06,8,1004,201,187,396,541,984,0
2017-01-06,9,1003,208,185,392,477,4247,17
2017-01-06,10,1003,202,186,352,328,6070,115
2017-01-06,11,1003,198,187,316,247,6677,190
2017-01-06,12,1002,197,187,287,236,6444,247
2017-01-06,13,1004,197,187,270,173,6592,347
2017-01-06,14,1003,200,187,300,112,6550,312
2017-01-06,15,1003,207,186,305,77,5957,152
2017-01-06,16,1003,209,185,294,73,3699,193
2017-01-06,17,1003,210,175,370,66,0,27
2017-01-06,18,994,210,174,448,102,0,4
2017-01-06,19,938,210,172,411,192,0,0
2017-01-06,20,938,209,172,403,212,0,0
2017-01-06,21,937,205,159,402,162,0,0
2017-01-06,22,936,197,154,370,131,0,0
2017-01-06,23,936,186,153,335,179,0,0
2017-01-06,24,936,181,153,326,181,0,0
2017-01-07,1,936,175,153,306,267,0,0
2017-01-07,2,936,174,154,301,319,0,0
2017-01-07,3,935,174,154,289,275,0,0
2017-01-07,4,934,175,155,299,409,0,0
2017-01-07,5,934,174,155,306,391,0,0
2017-01-07,6,934,175,155,312,638,0,0
2017-01-07,7,933,176,155,360,737,0,0
2017-01-07,8,931,176,154,365,951,178,0
2017-01-07,9,930,176,153,366,1079,917,0
2017-01-07,10,930,176,154,327,974,1480,0
2017-01-07,11,930,175,155,314,979,2150,0
2017-01-07,12,930,172,156,287,1019,2531,0
2017-01-07,13,930,175,155,279,782,2812,0
2017-01-07,14,929,177,153,281,639,2451,0
2017-01-07,15,929,176,143,303,549,2106,0
2017-01-07,16,929,177,144,304,462,1109,0
2017-01-07,17,929,177,146,325,488,0,0
2017-01-07,18,929,176,149,379,453,0,0
2017-01-07,19,928,175,159,381,360,0,0
2017-01-07,20,927,176,163,380,438,0,0
2017-01-07,21,928,176,163,340,456,0,0
2017-01-07,22,927,176,162,336,455,0,0
2017-01-07,23,926,173,162,340,632,0,0
2017-01-07,24,926,174,163,336,612,0,0
2017-01-08,1,926,177,173,313,519,0,0
2017-01-08,2,925,178,174,286,808,0,0
2017-01-08,3,925,177,172,282,855,0,0
2017-01-08,4,923,178,174,326,1064,0,0
2017-01-08,5,926,177,172,331,1057,0,0
2017-01-08,6,963,177,171,339,961,0,0
2017-01-08,7,965,175,171,317,1046,0,0
2017-01-08,8,971,170,171,319,1029,647,0
2017-01-08,9,964,167,170,309,1166,2431,0
2017-01-08,10,939,168,170,312,1142,4547,18
2017-01-08,11,952,168,173,311,949,5047,35
2017-01-08,12,971,160,174,285,1176,5521,89
2017-01-08,13,976,163,175,261,1024,5535,149
2017-01-08,14,980,166,175,249,854,5149,137
2017-01-08,15,982,170,173,256,905,4383,11
2017-01-08,16,984,170,165,252,738,2665,31
2017-01-08,17,985,173,163,256,722,496,11
2017-01-08,18,986,173,162,301,704,0,0
2017-01-08,19,986,174,161,307,688,0,0
2017-01-08,20,988,175,160,306,790,0,0
2017-01-08,21,988,174,165,289,988,0,0
2017-01-08,22,986,173,168,279,1043,0,0
2017-01-08,23,988,173,171,264,1299,0,0
2017-01-08,24,991,173,174,247,1713,0,0
2017-01-09,1,973,167,174,225,1848,0,0
2017-01-09,2,978,167,173,220,1417,0,0
2017-01-09,3,992,168,173,184,1376,0,0
2017-01-09,4,992,171,173,181,1674,0,0
2017-01-09,5,994,173,171,219,1737,0,0
2017-01-09,6,995,171,172,217,1223,0,0
2017-01-09,7,996,173,173,208,1190,0,0
2017-01-09,8,996,172,170,201,1206,121,0
2017-01-09,9,996,175,171,198,899,1221,0
2017-01-09,10,996,178,173,201,842,1445,0
2017-01-09,11,994,183,171,206,1189,2819,0
2017-01-09,12,995,185,173,210,1359,3585,0
2017-01-09,13,995,181,176,212,1919,3953,0
2017-01-09,14,995,187,170,212,2066,3728,0
2017-01-09,15,995,198,157,212,1932,2985,0
2017-01-09,16,995,209,167,232,2097,1429,0
2017-01-09,17,995,211,169,249,2093,238,1
2017-01-09,18,995,210,172,252,1883,0,0
2017-01-09,19,995,209,174,251,1927,0,0
2017-01-09,20,996,210,178,270,2117,0,0
2017-01-09,21,995,207,180,263,2070,0,0
2017-01-09,22,996,201,180,263,2139,0,0
2017-01-09,23,995,201,180,254,2840,0,0
2017-01-09,24,995,201,172,251,2734,0,0
2017-01-10,1,994,201,168,191,2440,0,0
2017-01-10,2,993,202,168,185,2735,0,0
2017-01-10,3,994,201,169,195,2896,0,0
2017-01-10,4,994,200,170,211,2748,0,0
2017-01-10,5,994,199,172,213,2814,0,0
2017-01-10,6,994,200,172,249,2699,0,0
2017-01-10,7,993,202,173,266,2549,0,0
2017-01-10,8,993,202,160,261,2532,687,0
2017-01-10,9,992,202,153,268,2579,2564,24
2017-01-10,10,991,203,158,257,2480,3944,118
2017-01-10,11,989,199,162,255,2840,4346,188
2017-01-10,12,989,203,169,255,3100,4653,321
2017-01-10,13,986,208,177,263,3211,4523,295
2017-01-10,14,989,192,181,241,3120,4423,327
2017-01-10,15,988,184,182,253,3226,3062,87
2017-01-10,16,988,195,183,254,2987,1602,55
2017-01-10,17,987,209,185,282,2568,244,3
2017-01-10,18,987,208,185,321,2522,0,0
2017-01-10,19,990,208,185,335,2309,0,0
2017-01-10,20,979,207,186,348,2276,0,0
2017-01-10,21,994,202,185,319,2289,0,0
2017-01-10,22,994,199,185,296,2445,0,0
2017-01-10,23,993,198,178,284,2370,0,0
2017-01-10,24,982,199,171,277,2449,0,0
2017-01-11,1,992,199,166,213,2177,0,0
2017-01-11,2,993,199,161,216,2613,0,0
2017-01-11,3,995,199,160,223,2540,0,0
2017-01-11,4,996,201,161,224,2370,0,0
2017-01-11,5,996,199,161,224,2550,0,0
2017-01-11,6,997,200,160,261,1985,0,0
2017-01-11,7,998,198,162,279,1653,0,0
2017-01-11,8,994,199,160,291,1802,443,0
2017-01-11,9,991,201,160,275,1965,2514,0
2017-01-11,10,990,203,159,257,2096,4385,0
2017-01-11,11,990,213,160,250,2197,5348,0
2017-01-11,12,989,215,160,244,2280,5219,0
2017-01-11,13,988,218,160,227,2079,5380,0
2017-01-11,14,988,220,159,256,2161,5131,0
2017-01-11,15,989,196,161,277,1823,4887,0
2017-01-11,16,989,214,161,279,1551,2971,0
2017-01-11,17,993,218,161,299,1460,476,0
2017-01-11,18,999,209,160,332,1303,0,0
2017-01-11,19,999,213,159,293,1253,0,0
2017-01-11,20,1000,212,161,292,1151,0,0
2017-01-11,21,999,207,161,287,1100,0,0
2017-01-11,22,999,206,161,277,1040,0,0
2017-01-11,23,999,202,160,272,1046,0,0
2017-01-11,24,999,205,161,270,963,0,0
2017-01-12,1,1000,204,161,275,650,0,0
2017-01-12,2,1000,206,161,276,831,0,0
2017-01-12,3,1000,207,151,277,896,0,0
2017-01-12,4,1000,203,152,277,805,0,0
2017-01-12,5,1000,204,149,278,679,0,0
2017-01-12,6,1000,203,134,279,598,0,0
2017-01-12,7,1000,204,134,297,591,0,0
2017-01-12,8,1000,205,132,298,632,128,0
2017-01-12,9,999,210,140,295,545,782,0
2017-01-12,10,999,211,144,274,513,1991,0
2017-01-12,11,1000,212,151,274,621,2178,0
2017-01-12,12,999,209,151,279,650,2183,0
2017-01-12,13,1000,208,152,276,565,2337,0
2017-01-12,14,1001,209,152,280,587,2205,0
2017-01-12,15,1001,216,151,281,462,2038,0
2017-01-12,16,1000,217,151,269,445,1905,0
2017-01-12,17,1001,200,152,283,574,414,0
2017-01-12,18,1001,209,151,329,518,0,0
2017-01-12,19,1001,207,156,344,438,0,0
2017-01-12,20,1000,208,163,344,363,0,0
2017-01-12,21,1000,211,157,340,346,0,0
2017-01-12,22,1000,207,150,291,314,0,0
2017-01-12,23,1000,204,151,285,230,0,0
2017-01-12,24,1000,202,154,269,213,0,0
2017-01-13,1,1000,196,165,254,176,0,0
2017-01-13,2,1000,196,162,245,232,0,0
2017-01-13,3,1000,195,161,213,312,0,0
2017-01-13,4,1001,197,152,212,299,0,0
2017-01-13,5,1000,198,152,247,368,0,0
2017-01-13,6,999,198,155,261,430,0,0
2017-01-13,7,998,196,158,292,442,0,0
2017-01-13,8,999,200,157,332,440,149,0
2017-01-13,9,999,210,155,279,440,1134,0
2017-01-13,10,999,212,155,258,563,1766,0
2017-01-13,11,999,214,153,269,694,2192,0
2017-01-13,12,998,219,153,274,745,2368,0
2017-01-13,13,998,223,157,275,651,2312,0
2017-01-13,14,999,223,158,278,599,2123,0
2017-01-13,15,999,226,160,278,600,2182,0
2017-01-13,16,999,225,160,282,566,1449,0
2017-01-13,17,999,224,160,293,488,415,0
2017-01-13,18,999,225,159,351,549,0,0
2017-01-13,19,999,222,157,358,593,0,0
2017-01-13,20,999,221,156,357,566,0,0
2017-01-13,21,999,219,159,329,615,0,0
2017-01-13,22,1000,212,157,290,672,0,0
2017-01-13,23,1000,201,156,283,684,0,0
2017-01-13,24,1001,198,159,282,546,0,0
2017-01-14,1,1000,195,169,272,332,0,0
2017-01-14,2,1001,199,169,276,310,0,0
2017-01-14,3,1001,199,168,243,304,0,0
2017-01-14,4,1001,199,170,242,308,0,0
2017-01-14,5,1000,202,170,242,327,0,0
2017-01-14,6,1001,196,172,284,339,0,0
2017-01-14,7,1001,200,176,299,368,0,0
2017-01-14,8,1002,206,174,288,338,661,0
2017-01-14,9,1002,201,178,285,306,3027,0
2017-01-14,10,1000,200,176,263,298,4430,10
2017-01-14,11,1000,197,174,278,299,5001,48
2017-01-14,12,1000,201,179,278,276,5246,8
2017-01-14,13,999,201,178,282,265,5108,5
2017-01-14,14,998,201,176,276,227,4535,0
2017-01-14,15,998,202,178,281,228,4364,0
2017-01-14,16,998,200,181,287,241,2952,0
2017-01-14,17,998,199,183,307,336,794,0
2017-01-14,18,999,201,179,356,305,0,0
2017-01-14,19,999,201,182,354,329,0,0
2017-01-14,20,998,201,183,306,282,0,0
2017-01-14,21,998,199,183,296,359,0,0
2017-01-14,22,999,201,183,284,390,0,0
2017-01-14,23,999,200,183,288,338,0,0
2017-01-14,24,999,202,183,278,425,0,0
2017-01-15,1,1000,202,183,285,286,0,0
2017-01-15,2,1000,200,183,290,361,0,0
2017-01-15,3,997,198,184,293,325,0,0
2017-01-15,4,982,199,186,284,291,0,0
2017-01-15,5,1001,200,190,266,366,0,0
2017-01-15,6,1001,202,193,290,425,0,0
2017-01-15,7,1000,201,193,303,498,0,0
2017-01-15,8,1002,202,190,290,467,693,0
2017-01-15,9,1002,203,191,265,391,2979,48
2017-01-15,10,1001,203,194,233,421,4547,246
2017-01-15,11,1001,203,194,228,608,5206,377
2017-01-15,12,999,202,195,239,696,5426,392
2017-01-15,13,999,203,195,267,681,5350,390
2017-01-15,14,998,205,192,284,653,5115,376
2017-01-15,15,998,199,194,283,637,4250,359
2017-01-15,16,961,203,192,289,655,2574,280
2017-01-15,17,937,197,193,324,628,545,49
2017-01-15,18,937,191,192,392,596,0,5
2017-01-15,19,953,189,191,392,665,0,0
2017-01-15,20,940,182,193,355,718,0,0
2017-01-15,21,938,181,194,347,726,0,0
2017-01-15,22,939,184,193,336,585,0,0
2017-01-15,23,937,186,194,331,559,0,0
2017-01-15,24,937,186,194,306,592,0,0
2017-01-16,1,937,187,194,289,525,0,0
2017-01-16,2,937,191,192,291,501,0,0
2017-01-16,3,938,183,181,298,390,0,0
2017-01-16,4,938,184,181,299,364,0,0
2017-01-16,5,938,184,179,288,390,0,0
2017-01-16,6,938,185,180,304,423,0,0
2017-01-16,7,938,190,182,362,454,0,0
2017-01-16,8,939,206,181,369,392,782,0
2017-01-16,9,938,216,181,353,377,2965,0
2017-01-16,10,938,218,182,350,409,4582,24
2017-01-16,11,936,221,179,298,418,5186,299
2017-01-16,12,936,223,182,298,408,5497,388
2017-01-16,13,936,227,185,266,364,5936,388
2017-01-16,14,936,227,184,271,392,5941,387
2017-01-16,15,936,207,183,261,296,5799,364
2017-01-16,16,935,199,183,340,229,4174,280
2017-01-16,17,936,211,183,369,191,1037,45
2017-01-16,18,937,226,182,416,194,0,0
2017-01-16,19,938,225,179,415,203,0,0
2017-01-16,20,938,225,162,413,192,0,0
2017-01-16,21,938,221,162,410,189,0,0
2017-01-16,22,938,211,162,371,203,0,0
2017-01-16,23,939,204,161,337,206,0,0
2017-01-16,24,939,199,162,316,172,0,0
2017-01-17,1,938,200,163,287,158,0,0
2017-01-17,2,939,200,169,264,173,0,0
2017-01-17,3,939,199,172,250,184,0,0
2017-01-17,4,939,201,173,248,202,0,0
2017-01-17,5,939,201,175,290,230,0,0
2017-01-17,6,939,201,174,303,204,0,0
2017-01-17,7,939,201,173,372,189,0,0
2017-01-17,8,939,213,168,371,291,1134,38
2017-01-17,9,938,218,156,370,219,4393,293
2017-01-17,10,938,218,159,353,202,6281,384
2017-01-17,11,949,221,162,299,228,6691,392
2017-01-17,12,942,220,161,307,268,6569,391
2017-01-17,13,935,225,165,302,232,6407,390
2017-01-17,14,935,228,172,303,219,6229,387
2017-01-17,15,937,225,171,303,183,5647,375
2017-01-17,16,964,231,172,345,207,4015,302
2017-01-17,17,983,231,177,376,235,915,58
2017-01-17,18,987,228,178,422,247,0,5
2017-01-17,19,995,229,182,423,243,0,0
2017-01-17,20,997,227,185,388,237,0,0
2017-01-17,21,998,222,177,381,245,0,0
2017-01-17,22,997,216,181,377,243,0,0
2017-01-17,23,997,201,180,365,330,0,0
2017-01-17,24,996,203,180,328,330,0,0
2017-01-18,1,997,201,171,297,261,0,0
2017-01-18,2,996,200,169,301,248,0,0
2017-01-18,3,995,200,168,252,271,0,0
2017-01-18,4,996,204,165,287,261,0,0
2017-01-18,5,997,206,171,310,250,0,0
2017-01-18,6,996,206,175,324,245,0,0
2017-01-18,7,996,204,167,348,270,0,0
2017-01-18,8,995,214,164,390,354,1104,7
2017-01-18,9,994,223,164,350,554,3701,175
2017-01-18,10,992,222,167,335,522,5277,347
2017-01-18,11,993,223,166,331,441,5335,392
2017-01-18,12,992,222,164,326,704,4820,391
2017-01-18,13,990,227,173,338,989,4457,357
2017-01-18,14,989,225,173,341,1308,4110,304
2017-01-18,15,988,225,172,339,2390,2991,150
2017-01-18,16,989,221,172,352,3473,1717,28
2017-01-18,17,987,221,175,373,3426,301,26
2017-01-18,18,988,218,179,431,2443,0,0
2017-01-18,19,989,217,174,431,1815,0,0
2017-01-18,20,990,216,172,394,1852,0,0
2017-01-18,21,991,217,179,396,2073,0,0
2017-01-18,22,990,214,178,388,2281,0,0
2017-01-18,23,989,207,178,365,2204,0,0
2017-01-18,24,990,202,179,354,1944,0,0
2017-01-19,1,991,202,180,271,1575,0,0
2017-01-19,2,991,201,180,271,1773,0,0
2017-01-19,3,992,203,179,265,1500,0,0
2017-01-19,4,991,210,180,252,1362,0,0
2017-01-19,5,992,206,183,258,1318,0,0
2017-01-19,6,992,208,189,303,1171,0,0
2017-01-19,7,993,207,193,390,1028,0,0
2017-01-19,8,991,210,191,429,1343,477,0
2017-01-19,9,989,221,188,373,1570,2975,0
2017-01-19,10,990,219,187,379,1721,3950,0
2017-01-19,11,990,217,187,339,2109,4212,0
2017-01-19,12,991,217,188,298,2509,4099,0
2017-01-19,13,991,220,188,282,2577,4334,0
2017-01-19,14,991,221,188,287,2692,4692,0
2017-01-19,15,991,222,187,311,2514,4374,0
2017-01-19,16,990,221,188,340,2088,3153,0
2017-01-19,17,991,207,187,385,1705,867,0
2017-01-19,18,991,205,187,428,1584,0,0
2017-01-19,19,992,197,186,428,1506,0,0
2017-01-19,20,991,193,186,390,1301,0,0
2017-01-19,21,991,193,187,384,1121,0,0
2017-01-19,22,991,191,187,363,1302,0,0
2017-01-19,23,993,183,187,353,1437,0,0
2017-01-19,24,993,183,187,340,1484,0,0
2017-01-20,1,993,185,188,306,1223,0,0
2017-01-20,2,993,182,189,300,1615,0,0
2017-01-20,3,993,181,187,298,1627,0,0
2017-01-20,4,993,183,189,311,1604,0,0
2017-01-20,5,993,183,189,312,1835,0,0
2017-01-20,6,993,181,190,314,1855,0,0
2017-01-20,7,995,182,187,384,1924,0,0
2017-01-20,8,995,185,189,391,1807,159,0
2017-01-20,9,995,188,187,387,1822,746,0
2017-01-20,10,995,193,190,372,1913,1695,0
2017-01-20,11,995,196,186,361,1533,1628,0
2017-01-20,12,995,193,193,322,926,1128,0
2017-01-20,13,995,194,194,322,873,1476,0
2017-01-20,14,996,200,197,315,1147,1802,0
2017-01-20,15,996,199,199,340,2525,2145,0
2017-01-20,16,996,201,200,372,2003,1220,0
2017-01-20,17,997,203,199,363,1966,376,0
2017-01-20,18,997,199,198,387,2060,0,0
2017-01-20,19,997,200,194,382,1999,0,0
2017-01-20,20,997,199,194,374,2279,0,0
2017-01-20,21,998,199,193,372,2580,0,0
2017-01-20,22,997,195,192,348,2827,0,0
2017-01-20,23,993,192,192,338,2189,0,0
2017-01-20,24,983,191,185,313,2254,0,0
2017-01-21,1,978,192,189,292,1898,0,0
2017-01-21,2,977,198,191,288,2448,0,0
2017-01-21,3,976,202,189,234,2078,0,0
2017-01-21,4,975,209,190,243,1801,0,0
2017-01-21,5,975,217,189,287,1732,0,0
2017-01-21,6,975,216,184,262,1810,0,0
2017-01-21,7,975,213,177,333,1617,0,0
2017-01-21,8,974,214,174,372,1634,1101,0
2017-01-21,9,974,213,177,355,1892,3936,7
2017-01-21,10,974,213,178,354,2304,5305,97
2017-01-21,11,974,212,179,300,2475,4761,198
2017-01-21,12,974,208,179,272,2541,5043,257
2017-01-21,13,973,207,179,265,2564,5534,262
2017-01-21,14,973,209,178,257,2351,5568,260
2017-01-21,15,974,211,176,260,2040,4859,257
2017-01-21,16,973,213,176,328,1958,3638,204
2017-01-21,17,978,213,176,379,1473,754,25
2017-01-21,18,990,213,176,420,1217,0,0
2017-01-21,19,990,211,175,419,1429,0,0
2017-01-21,20,991,209,175,384,1478,0,0
2017-01-21,21,995,204,176,383,1244,0,0
2017-01-21,22,994,206,176,376,1231,0,0
2017-01-21,23,994,204,175,370,1330,0,0
2017-01-21,24,992,204,175,339,1727,0,0
2017-01-22,1,992,204,173,301,1614,0,0
2017-01-22,2,991,204,175,298,1810,0,0
2017-01-22,3,990,207,177,303,1709,0,0
2017-01-22,4,988,205,177,292,1864,0,0
2017-01-22,5,989,204,177,294,1846,0,0
2017-01-22,6,990,205,177,282,1679,0,0
2017-01-22,7,990,206,168,346,1692,0,0
2017-01-22,8,991,204,166,357,1367,167,0
2017-01-22,9,991,201,170,353,1297,650,0
2017-01-22,10,990,203,169,350,1060,1504,0
2017-01-22,11,990,206,167,318,1163,2385,0
2017-01-22,12,990,203,167,272,1206,2701,0
2017-01-22,13,990,205,168,266,1313,2782,0
2017-01-22,14,987,209,170,271,1619,2424,0
2017-01-22,15,984,207,166,263,1683,2156,0
2017-01-22,16,985,206,174,336,1708,1739,0
2017-01-22,17,985,207,180,377,2011,616,0
2017-01-22,18,984,201,182,428,1712,0,0
2017-01-22,19,984,198,183,428,1595,0,0
2017-01-22,20,984,196,183,423,1605,0,0
2017-01-22,21,984,193,183,384,1504,0,0
2017-01-22,22,984,197,182,376,1121,0,0
2017-01-22,23,983,196,181,356,1166,0,0
2017-01-22,24,983,197,182,314,1186,0,0
2017-01-23,1,984,196,181,261,1334,0,0
2017-01-23,2,985,197,181,251,1793,0,0
2017-01-23,3,986,197,181,249,1759,0,0
2017-01-23,4,985,175,180,251,1647,0,0
2017-01-23,5,986,177,180,301,1534,0,0
2017-01-23,6,986,182,179,298,1235,0,0
2017-01-23,7,987,181,180,395,1182,0,0
2017-01-23,8,986,185,174,421,883,686,0
2017-01-23,9,987,194,178,368,861,2335,0
2017-01-23,10,988,197,175,353,872,3862,0
2017-01-23,11,991,197,173,307,765,4481,0
2017-01-23,12,991,197,172,299,1317,4311,0
2017-01-23,13,994,199,172,297,1698,3669,0
2017-01-23,14,993,200,175,294,2002,3801,0
2017-01-23,15,992,201,177,293,2191,3541,0
2017-01-23,16,992,201,180,306,2610,2440,0
2017-01-23,17,993,201,186,392,2919,673,0
2017-01-23,18,993,200,190,427,2710,0,0
2017-01-23,19,992,197,190,432,2150,0,0
2017-01-23,20,992,197,191,431,2312,0,0
2017-01-23,21,993,194,193,437,2393,0,0
2017-01-23,22,993,191,188,396,2184,0,0
2017-01-23,23,993,187,181,373,2012,0,0
2017-01-23,24,992,182,181,335,1807,0,0
2017-01-24,1,992,182,181,275,1327,0,0
2017-01-24,2,992,179,182,268,1586,0,0
2017-01-24,3,992,183,181,276,1364,0,0
2017-01-24,4,993,185,181,277,1433,0,0
2017-01-24,5,993,185,181,277,1357,0,0
2017-01-24,6,993,188,177,312,1444,0,0
2017-01-24,7,993,188,178,374,1244,0,0
2017-01-24,8,993,192,177,403,1113,1120,0
2017-01-24,9,992,196,177,393,981,4134,0
2017-01-24,10,991,200,177,357,867,6556,4
2017-01-24,11,993,201,179,319,694,7117,0
2017-01-24,12,993,202,179,303,660,6960,144
2017-01-24,13,996,204,179,306,584,6588,305
2017-01-24,14,996,205,181,309,628,6133,347
2017-01-24,15,996,200,181,311,678,5337,294
2017-01-24,16,996,202,180,312,815,4152,107
2017-01-24,17,996,206,180,376,972,1143,24
2017-01-24,18,996,210,180,418,1313,0,2
2017-01-24,19,996,209,178,419,1358,0,0
2017-01-24,20,998,209,178,428,1139,0,0
2017-01-24,21,997,204,176,429,1015,0,0
2017-01-24,22,997,199,173,390,1002,0,0
2017-01-24,23,996,191,171,376,1160,0,0
2017-01-24,24,995,187,176,376,1261,0,0
