"date","hour","geothermal","biomass","biogas","small_hydro","wind","solar_pv","solar_thermal"
2017-03-06,1,932,186,186,539,1757,8255,334
2017-03-06,2,920,146,155,429,3509,5071,515
2017-03-06,3,778,174,145,536,3018,8639,413
2017-03-06,4,811,207,144,627,2599,8220,347
2017-03-06,5,775,243,154,574,1374,4225,286
2017-03-06,6,914,165,151,589,4209,7961,301
2017-03-06,7,855,187,148,509,1606,110,269
2017-03-06,8,936,208,149,548,3227,501,149
2017-03-06,9,823,227,169,495,4391,7396,294
2017-03-06,10,853,230,149,612,3956,6010,164
2017-03-06,11,805,190,158,480,2841,2491,425
2017-03-06,12,962,167,139,604,22,80,207
2017-03-06,13,822,187,139,588,2610,488,15
2017-03-06,14,819,228,161,453,3550,3396,419
2017-03-06,15,767,209,177,557,3555,6169,393
2017-03-06,16,945,173,151,428,3079,458,309
2017-03-06,17,785,200,162,594,170,2218,236
2017-03-06,18,874,180,144,511,4578,3905,31
2017-03-06,19,959,152,179,506,2063,8584,153
2017-03-06,20,907,184,152,597,4043,7796,337
2017-03-06,21,819,178,169,536,3219,9059,307
2017-03-06,22,874,162,185,584,3465,1701,63
2017-03-06,23,858,224,157,406,3208,4030,105
2017-03-06,24,869,168,137,504,3888,2130,179
2017-03-07,1,812,145,150,399,250,3430,85
2017-03-07,2,917,152,185,451,3037,2529,46
2017-03-07,3,859,144,172,555,4401,4778,25
2017-03-07,4,950,158,147,465,4324,26,253
2017-03-07,5,867,195,172,495,3224,2612,494
2017-03-07,6,893,212,144,518,3793,7205,268
2017-03-07,7,789,177,146,586,1200,1924,326
2017-03-07,8,797,235,180,631,1342,6606,512
2017-03-07,9,854,236,163,464,4278,67,458
2017-03-07,10,942,196,142,486,1120,3293,488
2017-03-07,11,931,249,168,466,4397,960,76
2017-03-07,12,959,217,168,455,989,3678,377
2017-03-07,13,837,190,175,428,2186,8755,410
2017-03-07,14,823,247,141,575,1784,8120,119
2017-03-07,15,795,236,155,462,1307,807,10
2017-03-07,16,858,190,138,410,933,4830,354
2017-03-07,17,867,190,172,541,1514,563,120
2017-03-07,18,889,186,186,615,575,2341,245
2017-03-07,19,849,159,173,574,3039,6391,104
2017-03-07,20,786,187,141,615,2976,620,317
2017-03-07,21,859,236,140,547,1263,9127,312
2017-03-07,22,955,161,143,561,1341,8999,93
2017-03-07,23,905,154,186,472,3074,7483,19
2017-03-07,24,815,246,145,453,179,6886,422
2017-03-08,1,801,196,159,531,1451,890,341
2017-03-08,2,912,204,145,620,1897,6534,498
2017-03-08,3,816,148,180,472,2327,6604,446
2017-03-08,4,955,152,175,515,3013,4214,128
2017-03-08,5,789,248,151,573,3864,5023,55
2017-03-08,6,804,248,166,535,2153,2852,427
2017-03-08,7,850,173,164,560,2927,7075,196
2017-03-08,8,937,239,140,615,1124,1088,36
2017-03-08,9,796,187,157,633,1506,344,44
2017-03-08,10,947,246,161,521,2116,1970,517
2017-03-08,11,911,216,171,397,389,4977,41
2017-03-08,12,948,192,180,483,1501,721,471
2017-03-08,13,816,223,163,565,2581,6306,340
2017-03-08,14,806,224,177,563,271,53,54
2017-03-08,15,802,171,166,631,3130,2655,331
2017-03-08,16,849,155,183,441,3294,1345,409
2017-03-08,17,772,190,152,417,1406,7846,297
2017-03-08,18,957,175,141,447,447,6955,171
2017-03-08,19,863,177,183,445,3495,3074,19
2017-03-08,20,888,245,183,590,2589,3736,183
2017-03-08,21,804,169,167,556,2439,5555,240
2017-03-08,22,795,242,144,542,3636,3321,339
2017-03-08,23,939,171,182,521,2098,8132,76
2017-03-08,24,859,187,173,594,2025,4261,61
2017-03-09,1,774,174,183,615,4054,4864,105
2017-03-09,2,929,193,181,575,3528,8484,58
2017-03-09,3,802,186,165,614,2148,4679,321
2017-03-09,4,885,227,174,428,3702,9295,153
2017-03-09,5,809,218,152,548,236,2269,128
2017-03-09,6,941,229,152,407,3977,2804,357
2017-03-09,7,811,187,145,557,3536,7501,18
2017-03-09,8,861,180,155,438,3194,4413,313
2017-03-09,9,924,249,173,590,2488,4695,43
2017-03-09,10,937,216,164,489,2382,2576,280
2017-03-09,11,844,227,143,474,3726,6409,337
2017-03-09,12,932,248,140,450,3511,7805,387
2017-03-09,13,909,236,159,637,618,3648,434
2017-03-09,14,935,153,180,419,3227,8086,56
2017-03-09,15,852,236,138,592,1070,8371,356
2017-03-09,16,791,234,176,512,4340,7614,101
2017-03-09,17,824,193,179,583,2338,7703,299
2017-03-09,18,866,165,154,418,1096,796,295
2017-03-09,19,807,181,182,611,3655,5047,383
2017-03-09,20,958,150,171,569,1077,3197,520
2017-03-09,21,816,188,165,457,925,6093,226
2017-03-09,22,963,180,173,595,2373,803,417
2017-03-09,23,940,232,171,478,2921,8798,70
2017-03-09,24,875,217,152,441,1535,3353,492
2017-03-10,1,947,233,147,421,3766,6706,201
2017-03-10,2,785,180,164,506,2676,5559,249
2017-03-10,3,770,171,137,634,748,4803,113
2017-03-10,4,928,219,166,586,2253,2046,390
2017-03-10,5,811,181,146,626,3721,2482,211
2017-03-10,6,778,219,140,552,1993,5364,259
2017-03-10,7,877,147,157,407,4368,7090,378
2017-03-10,8,901,172,137,595,1840,8610,423
2017-03-10,9,905,217,165,408,2333,6994,196
2017-03-10,10,798,145,164,576,2640,3965,313
2017-03-10,11,941,229,146,456,1724,8219,325
2017-03-10,12,915,194,184,603,4400,777,302
2017-03-10,13,789,174,163,633,4259,1496,62
2017-03-10,14,787,197,169,492,1014,5387,328
2017-03-10,15,886,210,157,591,2175,905,75
2017-03-10,16,911,207,139,609,3999,8930,462
2017-03-10,17,865,234,164,410,4576,224,133
2017-03-10,18,793,159,168,427,637,8544,295
2017-03-10,19,814,188,164,555,1321,8553,331
2017-03-10,20,824,213,149,621,626,8085,513
2017-03-10,21,815,166,146,556,1655,93,132
2017-03-10,22,828,245,183,400,2149,8911,25
2017-03-10,23,849,246,186,599,372,7369,292
2017-03-10,24,796,146,177,608,3942,2618,88
2017-03-11,1,863,179,158,591,1424,2974,489
2017-03-11,2,781,245,174,474,3836,8349,372
2017-03-11,3,897,227,171,481,1230,2298,191
2017-03-11,4,794,172,161,600,1879,6327,419
2017-03-11,5,949,211,175,580,4440,1930,209
2017-03-11,6,915,158,157,564,4524,2940,186
2017-03-11,7,792,222,160,554,4361,8618,265
2017-03-11,8,827,205,155,617,1473,8281,358
2017-03-11,9,908,224,183,627,852,3007,502
2017-03-11,10,942,183,185,494,4060,7429,371
2017-03-11,11,793,157,161,495,1861,5584,262
2017-03-11,12,914,229,176,613,2667,8200,60
2017-03-11,13,922,215,139,487,3241,2465,464
2017-03-11,14,847,148,151,472,2395,4524,451
2017-03-11,15,898,227,147,493,254,7211,386
2017-03-11,16,892,167,147,497,154,1659,51
2017-03-11,17,766,146,181,470,86,7850,267
2017-03-11,18,780,156,172,598,4565,2806,124
2017-03-11,19,958,248,183,492,1323,1605,111
2017-03-11,20,840,189,168,461,3299,3008,466
2017-03-11,21,886,232,156,558,3458,2780,319
2017-03-11,22,825,234,162,512,3943,3474,461
2017-03-11,23,899,191,165,423,3736,1838,239
2017-03-11,24,933,175,146,440,2159,7605,291
2017-03-12,1,890,223,186,471,1708,1231,98
2017-03-12,2,782,224,174,613,1392,4092,38
2017-03-12,3,888,161,180,628,4166,4652,386
2017-03-12,4,873,215,167,501,3196,7064,505
2017-03-12,5,853,168,160,553,2270,4928,49
2017-03-12,6,862,201,169,606,3913,1819,201
2017-03-12,7,910,216,149,486,1695,8162,123
2017-03-12,8,880,156,161,625,1909,6197,325
2017-03-12,9,846,222,180,544,1273,96,501
2017-03-12,10,917,236,142,518,37,2704,457
2017-03-12,11,810,196,151,572,1648,2424,340
2017-03-12,12,860,150,174,543,24,5119,313
2017-03-12,13,857,226,166,548,1755,4468,144
2017-03-12,14,804,175,176,505,3345,3180,340
2017-03-12,15,961,188,156,412,4128,6906,115
2017-03-12,16,908,158,137,423,4586,4461,246
2017-03-12,17,921,209,161,423,2003,9169,155
2017-03-12,18,768,201,139,400,2357,6188,205
2017-03-12,19,770,233,183,598,4029,1860,17
2017-03-12,20,821,237,172,428,4025,4134,90
2017-03-12,21,793,164,161,463,3195,1007,243
2017-03-12,22,940,174,152,522,4436,1078,75
2017-03-12,23,945,146,175,492,2738,8164,73
2017-03-12,24,884,170,159,535,1576,4903,79
2017-03-13,1,961,167,173,514,1566,7021,6
2017-03-13,2,847,241,139,570,2177,4459,489
2017-03-13,3,851,244,167,579,4374,7935,452
2017-03-13,4,788,167,162,627,3562,3524,446
2017-03-13,5,921,201,143,448,3066,1060,512
2017-03-13,6,922,192,142,411,1974,4048,371
2017-03-13,7,914,147,141,420,2390,8639,37
2017-03-13,8,957,204,184,479,2567,2626,226
2017-03-13,9,930,244,147,557,2269,88,106
2017-03-13,10,831,233,159,415,3512,5418,502
2017-03-13,11,947,147,154,512,4080,6602,81
2017-03-13,12,910,216,168,477,3931,2604,62
2017-03-13,13,829,226,182,447,336,1554,60
2017-03-13,14,852,204,172,577,859,5424,144
2017-03-13,15,905,207,166,468,2362,340,225
2017-03-13,16,914,157,165,512,3318,7342,344
2017-03-13,17,766,201,169,515,2465,1660,157
2017-03-13,18,909,170,186,580,3399,316,180
2017-03-13,19,803,179,159,638,651,4819,191
2017-03-13,20,902,199,179,575,4352,2257,439
2017-03-13,21,925,193,178,589,3474,7253,232
2017-03-13,22,782,187,177,430,1859,4018,515
2017-03-13,23,875,156,163,446,3255,8557,71
2017-03-13,24,923,194,150,600,1533,1280,144
2017-03-14,1,788,184,178,529,3726,87,99
2017-03-14,2,914,238,167,601,732,5739,340
2017-03-14,3,774,155,166,461,1600,5737,332
2017-03-14,4,887,225,155,467,3869,8031,350
2017-03-14,5,960,187,183,555,1164,168,100
2017-03-14,6,800,182,185,478,2146,7036,261
2017-03-14,7,932,152,177,411,2516,2845,16
2017-03-14,8,827,148,145,515,3658,5009,368
2017-03-14,9,864,174,148,481,4130,7548,7
2017-03-14,10,827,222,148,514,3458,5067,13
2017-03-14,11,781,157,186,407,1323,2987,275
2017-03-14,12,802,241,158,578,3587,6412,84
2017-03-14,13,858,236,159,524,1915,312,170
2017-03-14,14,797,186,162,460,2190,4509,375
2017-03-14,15,912,161,179,554,1411,4184,225
2017-03-14,16,945,167,150,492,3000,6869,366
2017-03-14,17,839,219,138,543,3884,2933,211
2017-03-14,18,946,201,186,500,4175,7734,54
2017-03-14,19,921,205,148,565,4165,2529,203
2017-03-14,20,888,164,178,438,881,4014,464
2017-03-14,21,815,158,182,425,2892,8924,283
2017-03-14,22,893,213,156,417,2916,6173,41
2017-03-14,23,841,158,178,623,2729,5280,65
2017-03-14,24,908,239,145,451,1493,9244,125
2017-03-15,1,922,220,144,634,4290,3698,394
2017-03-15,2,940,227,162,445,4571,6573,465
2017-03-15,3,804,190,151,558,2641,1184,250
2017-03-15,4,931,147,167,540,230,659,340
2017-03-15,5,854,183,147,529,2298,4032,239
2017-03-15,6,834,201,145,460,572,880,26
2017-03-15,7,846,191,168,467,307,4552,81
2017-03-15,8,816,223,150,511,3143,8621,11
2017-03-15,9,835,224,137,620,4277,156,28
2017-03-15,10,814,186,182,527,1271,3926,290
2017-03-15,11,765,169,166,544,509,6806,27
2017-03-15,12,815,160,176,623,766,1259,353
2017-03-15,13,819,221,152,613,1419,512,305
2017-03-15,14,921,144,156,437,2324,4700,162
2017-03-15,15,773,187,138,577,3147,7100,440
2017-03-15,16,945,162,151,418,1390,7414,242
2017-03-15,17,789,181,179,616,273,5696,348
2017-03-15,18,822,210,141,419,3152,2681,193
2017-03-15,19,922,179,156,628,2114,5237,302
2017-03-15,20,857,180,170,526,3943,4359,173
2017-03-15,21,788,158,157,612,2983,7414,357
2017-03-15,22,786,163,147,561,2008,6117,291
2017-03-15,23,874,244,164,545,4527,2200,313
2017-03-15,24,881,157,177,639,1071,2845,6
2017-03-16,1,818,168,170,528,3151,1916,86
2017-03-16,2,884,167,157,572,2379,216,60
2017-03-16,3,879,155,154,445,1014,7859,272
2017-03-16,4,873,152,182,522,1118,8047,229
2017-03-16,5,903,161,152,623,263,2918,326
2017-03-16,6,839,224,137,549,4217,5366,306
2017-03-16,7,781,155,148,559,2428,5047,121
2017-03-16,8,950,212,181,419,1987,9217,214
2017-03-16,9,888,168,181,572,1432,5072,293
2017-03-16,10,925,169,181,496,3406,829,28
2017-03-16,11,887,176,146,452,1272,7863,256
2017-03-16,12,928,166,150,636,3461,7573,120
2017-03-16,13,855,148,183,514,2188,4682,105
2017-03-16,14,837,156,152,431,3308,7692,221
2017-03-16,15,822,175,170,505,209,1204,498
2017-03-16,16,804,192,148,430,1276,182,500
2017-03-16,17,949,147,141,607,1634,5543,282
2017-03-16,18,903,164,163,425,3423,7343,302
2017-03-16,19,789,233,161,594,4331,3697,523
2017-03-16,20,958,179,137,429,1279,155,20
2017-03-16,21,900,177,140,634,129,8909,8
2017-03-16,22,865,235,158,594,3183,140,141
2017-03-16,23,907,164,140,580,2079,4743,256
2017-03-16,24,956,223,158,638,1898,2502,177
2017-03-17,1,881,195,145,479,1240,3976,440
2017-03-17,2,962,202,142,445,2225,2969,205
2017-03-17,3,814,200,142,490,4156,5597,239
2017-03-17,4,772,172,184,505,1742,7912,115
2017-03-17,5,949,225,182,456,2248,3117,36
2017-03-17,6,899,163,147,569,2080,1373,210
2017-03-17,7,812,236,175,442,1421,4142,44
2017-03-17,8,955,225,138,543,3519,1189,372
2017-03-17,9,927,234,181,626,2762,5169,406
2017-03-17,10,839,195,159,404,4328,3880,332
2017-03-17,11,827,245,144,398,1724,7846,113
2017-03-17,12,794,170,154,545,109,2129,403
2017-03-17,13,816,235,172,522,4490,3419,224
2017-03-17,14,927,247,142,561,3513,9222,203
2017-03-17,15,792,220,174,401,1003,3326,422
2017-03-17,16,962,174,152,612,2816,5171,11
2017-03-17,17,908,181,144,535,1645,3587,386
2017-03-17,18,949,179,186,411,2095,3874,237
2017-03-17,19,806,145,154,452,3800,1948,461
2017-03-17,20,848,172,151,624,3300,5905,332
2017-03-17,21,937,219,152,505,2631,250,466
2017-03-17,22,938,156,178,556,3211,4649,34
2017-03-17,23,880,166,156,595,4327,1151,369
2017-03-17,24,862,204,185,401,1720,6194,429
2017-03-18,1,797,246,148,411,3689,2472,28
2017-03-18,2,917,200,168,400,1733,4601,457
2017-03-18,3,827,210,166,459,505,6013,117
2017-03-18,4,913,152,168,428,1113,7707,67
2017-03-18,5,800,238,182,417,350,1982,238
2017-03-18,6,919,193,160,608,2429,3344,300
2017-03-18,7,815,195,167,570,2940,7411,137
2017-03-18,8,869,147,173,495,741,627,287
2017-03-18,9,799,200,181,425,3351,2979,208
2017-03-18,10,784,210,137,527,891,9316,489
2017-03-18,11,766,177,142,517,2513,5607,80
2017-03-18,12,814,175,144,454,2731,8268,195
2017-03-18,13,891,170,173,554,1885,4634,368
2017-03-18,14,854,221,145,509,3264,5482,285
2017-03-18,15,820,205,167,487,2535,3570,520
2017-03-18,16,802,152,144,404,699,5083,10
2017-03-18,17,899,219,181,582,75,5757,87
2017-03-18,18,954,183,141,478,2201,8127,165
2017-03-18,19,901,233,140,478,287,8304,68
2017-03-18,20,938,243,139,608,3617,9150,27
2017-03-18,21,779,157,181,453,4083,6915,393
2017-03-18,22,830,199,182,468,4039,5931,355
2017-03-18,23,932,145,160,617,3318,8895,331
2017-03-18,24,787,163,163,466,3129,4549,193
2017-03-19,1,845,215,141,408,2993,6817,294
2017-03-19,2,910,213,151,409,3099,8691,344
2017-03-19,3,924,189,160,565,549,2289,282
2017-03-19,4,933,231,164,480,1640,5251,450
2017-03-19,5,938,209,172,449,1230,5691,10
2017-03-19,6,882,177,174,427,3452,6686,292
2017-03-19,7,890,246,177,572,1224,6683,62
2017-03-19,8,864,147,180,597,3649,2317,98
2017-03-19,9,877,192,174,412,927,4531,209
2017-03-19,10,915,203,168,631,780,3485,300
2017-03-19,11,907,172,160,622,1945,4142,467
2017-03-19,12,836,183,176,397,3969,1768,256
2017-03-19,13,945,154,156,537,790,5423,53
2017-03-19,14,926,151,153,499,181,5791,320
2017-03-19,15,864,244,156,453,3150,631,192
2017-03-19,16,918,172,144,624,1351,1669,442
2017-03-19,17,937,206,179,462,1633,4825,373
2017-03-19,18,947,246,142,608,1966,4168,47
2017-03-19,19,913,212,155,423,3111,3663,351
2017-03-19,20,890,191,157,530,668,379,27
2017-03-19,21,783,212,171,580,286,8596,201
2017-03-19,22,879,191,184,413,648,1205,245
2017-03-19,23,884,171,166,621,4369,5557,58
2017-03-19,24,866,204,171,399,2729,2583,382
2017-03-20,1,845,227,151,513,328,4496,357
2017-03-20,2,920,177,181,538,466,2177,52
2017-03-20,3,934,196,138,490,199,2388,212
2017-03-20,4,866,154,147,563,917,8615,198
2017-03-20,5,885,219,155,497,466,7712,149
2017-03-20,6,927,159,170,462,1573,4742,238
2017-03-20,7,907,186,161,631,3194,2851,148
2017-03-20,8,950,242,171,512,4376,1570,384
2017-03-20,9,960,180,147,489,1376,1162,237
2017-03-20,10,782,191,176,476,407,942,467
2017-03-20,11,771,215,179,479,537,1513,137
2017-03-20,12,871,178,160,520,3853,5861,325
2017-03-20,13,872,147,181,473,1192,848,415
2017-03-20,14,898,225,143,509,4307,9131,127
2017-03-20,15,789,182,152,467,1580,9022,450
2017-03-20,16,854,145,183,507,886,8864,262
2017-03-20,17,912,150,150,523,1121,9040,373
2017-03-20,18,857,211,178,617,315,1664,472
2017-03-20,19,784,169,157,452,1357,7921,253
2017-03-20,20,933,197,160,422,4104,6977,121
2017-03-20,21,869,202,159,480,4438,8161,400
2017-03-20,22,768,152,144,594,3528,6652,24
2017-03-20,23,851,199,158,571,2044,4867,52
2017-03-20,24,927,150,153,596,874,598,71
2017-03-21,1,794,231,168,482,2986,7286,362
2017-03-21,2,934,205,139,576,1478,6241,337
2017-03-21,3,830,186,141,603,367,8020,145
2017-03-21,4,804,207,163,574,1899,7480,171
2017-03-21,5,779,214,180,576,95,1789,35
2017-03-21,6,836,238,139,595,1319,7990,441
2017-03-21,7,890,204,175,578,4492,2893,260
2017-03-21,8,891,203,144,625,3414,3413,2
2017-03-21,9,843,157,176,581,911,5202,484
2017-03-21,10,952,151,180,632,566,1995,117
2017-03-21,11,898,184,159,541,4164,6791,477
2017-03-21,12,786,226,146,604,1591,5713,226
2017-03-21,13,771,147,168,460,51,3302,398
2017-03-21,14,939,202,178,529,2308,8883,87
2017-03-21,15,884,146,170,406,3890,2553,395
2017-03-21,16,831,152,185,567,2368,8275,101
2017-03-21,17,830,210,163,405,1479,7962,103
2017-03-21,18,879,164,144,606,2607,2665,400
2017-03-21,19,768,183,147,544,1797,3306,93
2017-03-21,20,767,161,160,613,2237,7170,225
2017-03-21,21,836,199,149,405,2267,3836,395
2017-03-21,22,826,235,179,431,2590,658,335
2017-03-21,23,895,146,182,403,3255,8089,269
2017-03-21,24,839,207,139,501,2440,6590,215
2017-03-22,1,922,176,176,562,1923,3789,378
2017-03-22,2,902,237,170,493,507,2090,317
2017-03-22,3,907,224,157,515,518,3847,84
2017-03-22,4,806,221,148,458,3849,2119,370
2017-03-22,5,853,173,182,459,268,7075,22
2017-03-22,6,873,173,177,397,3335,8729,163
2017-03-22,7,921,175,146,397,2411,919,211
2017-03-22,8,869,182,153,542,3795,7125,171
2017-03-22,9,881,224,159,454,3742,7810,470
2017-03-22,10,945,186,177,479,2763,656,393
2017-03-22,11,800,153,172,448,4242,8753,521
2017-03-22,12,855,223,152,535,3600,4223,413
2017-03-22,13,821,180,144,430,2136,8472,203
2017-03-22,14,955,187,139,620,326,4103,122
2017-03-22,15,944,225,151,578,3262,8700,107
2017-03-22,16,884,242,142,462,583,7980,296
2017-03-22,17,774,157,164,559,362,8847,35
2017-03-22,18,835,181,158,410,3698,6123,150
2017-03-22,19,831,216,181,397,387,1826,329
2017-03-22,20,916,145,150,500,1975,3731,2
2017-03-22,21,934,201,172,622,250,8299,140
2017-03-22,22,887,162,141,439,106,3844,108
2017-03-22,23,819,175,170,625,2011,5504,508
2017-03-22,24,766,165,182,627,3186,9194,304
2017-03-23,1,795,179,181,412,1547,9258,409
2017-03-23,2,793,203,176,417,78,3579,213
2017-03-23,3,949,174,141,621,1247,9020,310
2017-03-23,4,855,165,139,628,2668,8541,212
2017-03-23,5,847,232,138,479,3440,5392,165
2017-03-23,6,889,248,160,451,2517,8321,382
2017-03-23,7,892,147,143,618,2112,4740,128
2017-03-23,8,819,163,138,469,152,252,133
2017-03-23,9,935,171,153,513,499,2925,322
2017-03-23,10,896,169,179,503,1204,7243,290
2017-03-23,11,944,182,175,448,148,6685,82
2017-03-23,12,889,151,169,505,755,8337,521
2017-03-23,13,858,147,160,544,2335,8630,358
2017-03-23,14,931,154,157,621,1947,4567,74
2017-03-23,15,870,239,157,548,3807,6244,196
2017-03-23,16,836,207,161,422,1021,1635,485
2017-03-23,17,859,175,175,512,3981,5294,506
2017-03-23,18,933,173,176,608,354,3586,464
2017-03-23,19,946,186,145,440,1744,4243,489
2017-03-23,20,789,178,180,432,4184,8034,106
2017-03-23,21,885,231,157,566,3636,8986,22
2017-03-23,22,779,246,167,513,1601,5886,152
2017-03-23,23,862,234,168,532,226,4308,351
2017-03-23,24,766,175,177,555,3594,9016,143
2017-03-24,1,861,226,172,480,4233,1033,85
2017-03-24,2,784,217,182,622,1178,3801,78
2017-03-24,3,923,183,142,478,4605,6265,380
2017-03-24,4,846,144,180,560,2592,8545,275
2017-03-24,5,830,167,176,410,780,4418,253
2017-03-24,6,951,149,179,587,632,5930,61
2017-03-24,7,894,157,156,621,2213,8626,427
2017-03-24,8,832,238,186,458,300,4638,116
2017-03-24,9,839,239,166,517,1284,7222,100
2017-03-24,10,931,178,154,480,1441,3867,395
2017-03-24,11,917,198,139,638,1154,5372,458
2017-03-24,12,889,244,172,420,785,8039,209
2017-03-24,13,774,196,164,420,2067,6148,10
2017-03-24,14,961,170,182,545,2191,8864,411
2017-03-24,15,841,220,151,460,2839,663,323
2017-03-24,16,962,162,146,457,2466,7457,1
2017-03-24,17,821,235,157,427,4027,7218,497
2017-03-24,18,887,146,178,627,2302,5814,11
2017-03-24,19,783,228,138,614,2145,9350,67
2017-03-24,20,772,221,170,533,723,8041,234
2017-03-24,21,775,238,166,591,542,1390,233
2017-03-24,22,823,225,167,610,662,5916,351
2017-03-24,23,920,234,157,407,3010,9273,236
2017-03-24,24,796,191,182,541,4020,8769,314
2017-03-25,1,826,199,167,406,2515,949,355
2017-03-25,2,859,208,145,407,753,2723,317
2017-03-25,3,813,198,141,564,3201,3479,356
2017-03-25,4,867,216,143,634,837,6619,292
2017-03-25,5,886,193,164,499,1938,1942,36
2017-03-25,6,829,239,140,543,3754,519,470
2017-03-25,7,881,196,145,557,4487,6264,78
2017-03-25,8,800,235,149,451,1807,7069,377
2017-03-25,9,936,240,175,436,4252,573,197
2017-03-25,10,950,199,143,582,3130,4273,208
2017-03-25,11,899,168,159,567,2002,5403,222
2017-03-25,12,879,161,175,453,715,2255,317
2017-03-25,13,945,218,161,488,3771,640,337
2017-03-25,14,869,154,151,588,3739,6475,349
2017-03-25,15,830,215,186,535,248,7320,321
2017-03-25,16,950,171,183,461,1078,1934,233
2017-03-25,17,922,194,181,469,845,8323,329
2017-03-25,18,799,154,153,440,1728,270,230
2017-03-25,19,905,236,145,405,4267,448,203
2017-03-25,20,781,216,175,541,4430,3335,318
2017-03-25,21,811,191,170,600,2465,2233,483
2017-03-25,22,812,211,148,510,1348,2308,236
2017-03-25,23,834,203,181,530,2883,3004,309
2017-03-25,24,896,160,159,468,1374,3881,367
2017-04-01,1,934,217,172,550,1664,0,0
2017-04-01,2,935,216,171,507,1595,0,0
2017-04-01,3,935,216,172,503,1563,0,0
2017-04-01,4,935,216,172,515,1450,0,0
2017-04-01,5,935,218,172,573,1330,0,0
2017-04-01,6,936,216,172,573,1106,0,0
2017-04-01,7,936,215,171,574,937,42,0
2017-04-01,8,938,214,170,572,940,1738,0
2017-04-01,9,938,215,170,544,951,5059,62
2017-04-01,10,937,214,171,494,888,6485,187
2017-04-01,11,930,216,170,480,807,6895,238
2017-04-01,12,932,212,170,464,791,6592,247
2017-04-01,13,930,212,171,461,851,6950,229
2017-04-01,14,928,217,171,460,653,7453,155
2017-04-01,15,927,219,171,459,486,7736,177
2017-04-01,16,927,224,171,460,386,7945,203
2017-04-01,17,926,223,171,520,502,7139,221
2017-04-01,18,925,224,170,549,878,5345,195
2017-04-01,19,924,224,170,575,1388,1642,68
2017-04-01,20,928,224,171,578,1927,39,0
2017-04-01,21,930,224,171,578,2144,0,0
2017-04-01,22,931,222,171,577,2074,0,0
2017-04-01,23,931,222,171,576,2058,0,0
2017-04-01,24,933,218,171,564,1865,0,0
2017-04-02,1,933,219,173,517,1358,0,0
2017-04-02,2,934,220,173,486,758,0,0
2017-04-02,3,934,219,174,489,315,0,0
2017-04-02,4,934,219,173,504,359,0,0
2017-04-02,5,934,218,172,531,837,0,0
2017-04-02,6,936,219,174,574,759,0,0
2017-04-02,7,935,219,173,612,1050,63,0
2017-04-02,8,866,218,172,576,951,1840,8
2017-04-02,9,882,220,171,529,809,5084,109
2017-04-02,10,930,219,171,485,834,6900,206
2017-04-02,11,930,217,171,418,955,7156,237
2017-04-02,12,932,215,171,416,814,6938,245
2017-04-02,13,931,215,174,415,1364,6713,247
2017-04-02,14,923,217,173,411,1907,6438,249
2017-04-02,15,928,218,174,411,2247,6655,263
2017-04-02,16,925,217,175,416,2619,6507,255
2017-04-02,17,910,218,175,457,2827,6079,227
2017-04-02,18,932,217,174,532,2797,5231,169
2017-04-02,19,931,218,173,616,2678,1575,63
2017-04-02,20,934,217,175,616,2472,29,0
2017-04-02,21,936,217,176,615,2614,0,0
2017-04-02,22,937,215,176,620,2435,0,0
2017-04-02,23,938,214,176,583,2672,0,0
2017-04-02,24,939,212,176,564,2847,0,0
2017-04-03,1,940,208,177,506,2601,0,0
2017-04-03,2,940,208,178,486,2954,0,0
2017-04-03,3,941,211,178,485,2570,0,0
2017-04-03,4,941,213,176,486,2375,0,0
2017-04-03,5,942,207,176,499,2410,0,0
2017-04-03,6,941,203,176,558,2442,0,0
2017-04-03,7,942,204,175,545,2512,40,0
2017-04-03,8,941,202,174,530,2541,1874,0
2017-04-03,9,940,209,177,519,2834,5509,52
2017-04-03,10,939,216,181,484,3075,7460,179
2017-04-03,11,939,220,181,416,3313,8060,230
2017-04-03,12,938,217,180,413,3373,8452,259
2017-04-03,13,939,219,181,407,3318,8212,224
2017-04-03,14,939,220,181,417,3100,8767,148
2017-04-03,15,938,219,182,424,2820,8471,73
2017-04-03,16,936,221,182,420,2775,8511,12
2017-04-03,17,936,220,181,441,2764,7696,6
2017-04-03,18,937,220,181,517,3093,5658,0
2017-04-03,19,937,221,181,557,3335,1722,0
2017-04-03,20,939,219,181,593,3480,12,0
2017-04-03,21,941,219,180,566,3415,0,0
2017-04-03,22,942,215,180,572,3036,0,0
2017-04-03,23,943,212,180,535,2856,0,0
2017-04-03,24,943,211,179,514,2633,0,0
2017-04-04,1,942,210,180,487,2462,0,0
2017-04-04,2,943,211,181,483,2512,0,0
2017-04-04,3,943,211,180,477,2421,0,0
2017-04-04,4,944,212,179,485,2376,0,0
2017-04-04,5,943,212,182,513,1841,0,0
2017-04-04,6,943,212,182,529,1186,0,0
2017-04-04,7,944,211,181,557,812,61,0
2017-04-04,8,944,214,179,554,608,2358,0
2017-04-04,9,941,219,179,498,411,6243,108
2017-04-04,10,938,220,180,484,427,7929,146
2017-04-04,11,938,219,180,430,552,8498,138
2017-04-04,12,937,218,180,417,584,8566,92
2017-04-04,13,935,220,180,415,464,8751,116
2017-04-04,14,933,219,180,414,262,8799,171
2017-04-04,15,932,218,180,413,182,8628,250
